origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,1960,1970,1980,1990,2000,origin.lat,origin.lon,dest.lat,dest.lon
Afghanistan,AFG,Total,TOT,Fiji,FJI,4803,4665,4914,6394,7658,33.93911,67.709953,-16.578193,179.414413
Albania,ALB,Total,TOT,Bulgaria,BGR,4692,5282,6063,6792,5075,41.153332,20.168331,42.733883,25.48583
Albania,ALB,Total,TOT,Hungary,HUN,4849,4198,4247,4149,4496,41.153332,20.168331,47.162494,19.503304
Albania,ALB,Total,TOT,Monaco,MCO,4538,4998,5029,6353,7780,41.153332,20.168331,43.750298,7.412841
Albania,ALB,Total,TOT,Zimbabwe,ZWE,3519,4665,4914,5513,6287,41.153332,20.168331,-19.015438,29.154857
Algeria,DZA,Total,TOT,Ethiopia,ETH,4304,4594,5387,6238,7219,28.033886,1.659626,9.145,40.489673
Algeria,DZA,Total,TOT,Indonesia,IDN,4427,3757,4384,5461,7469,28.033886,1.659626,-0.789275,113.921327
Algeria,DZA,Total,TOT,Sudan,SDN,4441,4767,6112,5142,6499,28.033886,1.659626,12.862807,30.217636
Algeria,DZA,Total,TOT,Zimbabwe,ZWE,3920,4934,5458,5927,6484,28.033886,1.659626,-19.015438,29.154857
Angola,AGO,Total,TOT,Belgium,BEL,3831,4999,5645,5113,6703,-11.202692,17.873887,50.503887,4.469936
Angola,AGO,Total,TOT,Indonesia,IDN,4876,4258,4915,6105,6561,-11.202692,17.873887,-0.789275,113.921327
Anguilla,AIA,Total,TOT,Netherlands Antilles,ANT,4939,5119,5469,5743,6021,18.220554,-63.068615,12.226079,-69.060087
Antigua and Barbuda,ATG,Total,TOT,Dominican Republic,DOM,3957,4119,4233,4202,4143,17.060816,-61.796428,18.735693,-70.162651
Argentina,ARG,Total,TOT,Denmark,DNK,4567,5191,5757,6771,7783,-38.416097,-63.616672,56.26392,9.501785
Argentina,ARG,Total,TOT,Zimbabwe,ZWE,3643,4594,5125,5562,6057,-38.416097,-63.616672,-19.015438,29.154857
Armenia,ARM,Total,TOT,Bulgaria,BGR,4686,5268,6054,6785,5061,40.069099,45.038189,42.733883,25.48583
Armenia,ARM,Total,TOT,Ethiopia,ETH,3560,3808,4491,5196,6113,40.069099,45.038189,9.145,40.489673
Armenia,ARM,Total,TOT,Lebanon,LBN,3903,5281,5995,4026,3870,40.069099,45.038189,33.854721,35.862285
Armenia,ARM,Total,TOT,Norway,NOR,4241,3854,3856,6394,4508,40.069099,45.038189,60.472024,8.468946
Armenia,ARM,Total,TOT,South Africa,ZAF,4897,4999,5077,5840,3511,40.069099,45.038189,-30.559482,22.937506
Armenia,ARM,Total,TOT,United States,USA,4647,4663,4437,3649,8014,40.069099,45.038189,37.09024,-95.712891
Aruba,ABW,Total,TOT,Netherlands Antilles,ANT,4242,4372,4643,4186,4209,12.52111,-69.968338,12.226079,-69.060087
Australia,AUS,Total,TOT,Cambodia,KHM,3977,3967,5318,5660,4741,-25.274398,133.775136,12.565679,104.990963
Australia,AUS,Total,TOT,Togo,TGO,3520,4740,5549,6353,7304,-25.274398,133.775136,8.619543,0.824782
Australia,AUS,Total,TOT,Tuvalu,TUV,4775,4445,4955,5418,4859,-25.274398,133.775136,-7.109535,177.64933
Austria,AUT,Total,TOT,Indonesia,IDN,4393,3707,4329,5418,5773,47.516231,14.550072,-0.789275,113.921327
Austria,AUT,Total,TOT,Monaco,MCO,3682,3855,4384,5562,6891,47.516231,14.550072,43.750298,7.412841
Austria,AUT,Total,TOT,Sweden,SWE,3802,5032,5303,5769,6266,47.516231,14.550072,60.128161,18.643501
Austria,AUT,Total,TOT,Trinidad and Tobago,TTO,4241,4289,5318,4966,3868,47.516231,14.550072,10.691803,-61.222503
Azerbaijan,AZE,Total,TOT,Chad,TCD,4011,4629,5549,6588,7882,40.143105,47.576927,15.454166,18.732207
Azerbaijan,AZE,Total,TOT,Poland,POL,4963,5105,4945,4500,3844,40.143105,47.576927,51.919438,19.145136
Bahrain,BHR,Total,TOT,Ethiopia,ETH,3519,3854,4439,4966,5643,25.930414,50.637772,9.145,40.489673
Barbados,BRB,Total,TOT,Dominica,DMA,3560,4133,5029,5840,7978,13.193887,-59.543198,15.414999,-61.370976
Barbados,BRB,Total,TOT,Dominican Republic,DOM,4011,4184,4270,4251,4193,13.193887,-59.543198,18.735693,-70.162651
Belarus,BLR,Total,TOT,Albania,ALB,3903,4289,5318,6394,7658,53.709807,27.953389,41.153332,20.168331
Belarus,BLR,Total,TOT,Canada,CAN,3780,3742,3818,4213,5268,53.709807,27.953389,56.130366,-106.346771
Belarus,BLR,Total,TOT,Georgia,GEO,3825,4633,5079,6995,6315,53.709807,27.953389,42.315407,43.356892
Belgium,BEL,Total,TOT,Hungary,HUN,4445,3883,3944,3825,4090,50.503887,4.469936,47.162494,19.503304
Belgium,BEL,Total,TOT,United States,USA,3625,3812,3996,4398,5028,50.503887,4.469936,37.09024,-95.712891
Benin,BEN,Total,TOT,Cameroon,CMR,4006,4692,4756,5743,5928,9.30769,2.315834,7.369722,12.354722
